,task,cosine,rank,top_10,category
9055,"('sweden', 'swedish', 'ireland', 'irish')",0.70760757,1,"[('irish', 0.70760757), ('scottish', 0.54251295), ('welsh', 0.5184168), ('limerick', 0.5040179), ('dublin', 0.48969072), ('norwegian', 0.48867592), ('icelandic', 0.4860193), ('finnish', 0.4687594), ('italian', 0.46699503), ('australian', 0.4652754)]",gram6-nationality-adjective
9056,"('sweden', 'swedish', 'israel', 'israeli')",0.6288746,1,"[('israeli', 0.62887466), ('hebrew', 0.5032497), ('israelis', 0.5020037), ('jewish', 0.4938344), ('hellenic', 0.46662578), ('palestinian', 0.4577628), ('norwegian', 0.4536988), ('idf', 0.45179164), ('russian', 0.44701594), ('lebanese', 0.4470008)]",gram6-nationality-adjective
9057,"('sweden', 'swedish', 'italy', 'italian')",0.75955784,1,"[('italian', 0.75955784), ('italians', 0.61136645), ('sicilian', 0.5335756), ('spanish', 0.5304094), ('tuscany', 0.52576387), ('french', 0.5199298), ('german', 0.5146065), ('portuguese', 0.5120986), ('naples', 0.5112128), ('finnish', 0.5087807)]",gram6-nationality-adjective
9058,"('sweden', 'swedish', 'japan', 'japanese')",0.6987364,1,"[('japanese', 0.6987363), ('italian', 0.48041007), ('german', 0.4752601), ('finnish', 0.46970686), ('norwegian', 0.46839896), ('korean', 0.46799418), ('russian', 0.45839173), ('yokohama', 0.45549002), ('chinese', 0.4554701), ('polish', 0.45484254)]",gram6-nationality-adjective
9059,"('sweden', 'swedish', 'korea', 'korean')",0.71034473,1,"[('korean', 0.7103447), ('koreans', 0.6079317), ('seoul', 0.5343012), ('norwegian', 0.5236449), ('vietnamese', 0.5172619), ('mongolian', 0.50568575), ('japanese', 0.49933985), ('hangul', 0.49588284), ('taiwanese', 0.4914858), ('croatian', 0.48377526)]",gram6-nationality-adjective
9060,"('sweden', 'swedish', 'macedonia', 'macedonian')",0.7077059,1,"[('macedonian', 0.70770586), ('skopje', 0.6298238), ('montenegrin', 0.61777544), ('bulgarian', 0.6004499), ('slovenian', 0.5944322), ('serbian', 0.5845558), ('thessaloniki', 0.5777572), ('slovak', 0.568315), ('1747', 0.56500506), ('albanian', 0.5644884)]",gram6-nationality-adjective
9061,"('sweden', 'swedish', 'malta', 'maltese')",0.66239536,1,"[('maltese', 0.66239536), ('tunisian', 0.54516476), ('sicilian', 0.53770155), ('montenegrin', 0.5222043), ('jordanian', 0.5185059), ('mauritius', 0.5179914), ('1704', 0.5145254), ('1716', 0.51378876), ('gibraltar', 0.51372087), ('1719', 0.51359713)]",gram6-nationality-adjective
9062,"('sweden', 'swedish', 'mexico', 'mexican')",0.65790397,1,"[('mexican', 0.657904), ('spanish', 0.52973324), ('venezuelan', 0.49188825), ('oaxaca', 0.48774907), ('monterrey', 0.4854367), ('colombian', 0.47618902), ('puebla', 0.47613332), ('peruvian', 0.47317293), ('veracruz', 0.47201413), ('aztec', 0.4686194)]",gram6-nationality-adjective
9063,"('sweden', 'swedish', 'netherlands', 'dutch')",0.6718724,1,"[('dutch', 0.6718724), ('danish', 0.5426912), ('norwegian', 0.53550804), ('belgian', 0.5342508), ('flemish', 0.52912444), ('hague', 0.51884824), ('portuguese', 0.5186236), ('finnish', 0.5169799), ('indonesian', 0.51171166), ('spaniards', 0.5015647)]",gram6-nationality-adjective
9064,"('sweden', 'swedish', 'norway', 'norwegian')",0.7852127,1,"[('norwegian', 0.7852127), ('finnish', 0.60112154), ('danish', 0.5951562), ('scandinavian', 0.5807272), ('icelandic', 0.5705935), ('scottish', 0.5371976), ('oslo', 0.5358694), ('trondheim', 0.535432), ('montenegrin', 0.5269839), ('slovenian', 0.526907)]",gram6-nationality-adjective
9065,"('sweden', 'swedish', 'peru', 'peruvian')",0.66762906,1,"[('peruvian', 0.6676292), ('bolivian', 0.5390753), ('venezuelan', 0.53756404), ('chilean', 0.52620137), ('colombian', 0.5191013), ('1764', 0.5082673), ('argentine', 0.5069914), ('1833', 0.5055141), ('1819', 0.50473213), ('uruguayan', 0.5040257)]",gram6-nationality-adjective
9066,"('sweden', 'swedish', 'poland', 'polish')",0.6945592,1,"[('polish', 0.6945592), ('warsaw', 0.5570068), ('ukrainian', 0.54246616), ('krakow', 0.5400053), ('silesian', 0.53780425), ('slovak', 0.527503), ('lithuanian', 0.52714175), ('poznan', 0.5212713), ('finnish', 0.52003753), ('slovenian', 0.51757646)]",gram6-nationality-adjective
9067,"('sweden', 'swedish', 'portugal', 'portuguese')",0.75437254,1,"[('portuguese', 0.7543725), ('spanish', 0.5769703), ('lisbon', 0.56325936), ('brazilian', 0.56203353), ('romanian', 0.5615733), ('hungarian', 0.5593658), ('moroccan', 0.5543254), ('montenegrin', 0.5424421), ('italian', 0.541847), ('catalan', 0.5404083)]",gram6-nationality-adjective
9068,"('sweden', 'swedish', 'russia', 'russian')",0.7403425,1,"[('russian', 0.7403425), ('russians', 0.6248844), ('ukrainian', 0.501738), ('bulgarian', 0.50040567), ('finnish', 0.49818397), ('kazakh', 0.49423426), ('czech', 0.49195784), ('norwegian', 0.49190694), ('german', 0.49101388), ('mongolian', 0.48988032)]",gram6-nationality-adjective
9069,"('switzerland', 'swiss', 'thailand', 'thai')",0.66010314,1,"[('thai', 0.6601032), ('bangkok', 0.60120314), ('cambodian', 0.5816967), ('vietnamese', 0.56121755), ('malaysian', 0.54417187), ('cambodia', 0.52605194), ('javanese', 0.51961625), ('filipino', 0.5162702), ('moroccan', 0.5152622), ('siam', 0.5141032)]",gram6-nationality-adjective
9070,"('switzerland', 'swiss', 'ukraine', 'ukrainian')",0.68774474,1,"[('ukrainian', 0.68774474), ('kyiv', 0.55883896), ('lviv', 0.5586241), ('kazakh', 0.5523682), ('donetsk', 0.5423141), ('kiev', 0.5336245), ('lithuanian', 0.5292959), ('є', 0.5161103), ('russians', 0.51551867), ('russian', 0.5145074)]",gram6-nationality-adjective
9071,"('switzerland', 'swiss', 'albania', 'albanian')",0.6824432,1,"[('albanian', 0.68244314), ('albanians', 0.6285792), ('tirana', 0.61767316), ('sudanese', 0.5573819), ('tunisian', 0.55566317), ('libyan', 0.54547656), ('moroccan', 0.54115874), ('slovenian', 0.5404173), ('lebanese', 0.53947085), ('maltese', 0.5363873)]",gram6-nationality-adjective
9072,"('switzerland', 'swiss', 'australia', 'australian')",0.65711385,1,"[('australian', 0.65711385), ('australians', 0.49301815), ('canadian', 0.48113742), ('american', 0.43178606), ('malaysian', 0.4263882), ('british', 0.41731644), ('nz', 0.4123558), ('nsw', 0.41127664), ('brazilian', 0.40394193), ('irish', 0.4021922)]",gram6-nationality-adjective
9073,"('switzerland', 'swiss', 'austria', 'austrian')",0.67111254,1,"[('austrian', 0.6711125), ('austrians', 0.5767776), ('austro', 0.5215613), ('liechtenstein', 0.506407), ('belgian', 0.48545736), ('bavarian', 0.48243108), ('vienna', 0.47990885), ('habsburg', 0.4770165), ('bolivian', 0.47613895), ('hungarian', 0.4690769)]",gram6-nationality-adjective
9074,"('switzerland', 'swiss', 'brazil', 'brazilian')",0.6501844,1,"[('brazilian', 0.65018433), ('portuguese', 0.49995917), ('brasil', 0.48665705), ('colombian', 0.4773201), ('chilean', 0.47458392), ('bolivian', 0.46656862), ('argentine', 0.46405065), ('venezuelan', 0.46334404), ('peruvian', 0.46295232), ('uruguayan', 0.45955813)]",gram6-nationality-adjective
9075,"('switzerland', 'swiss', 'bulgaria', 'bulgarian')",0.7106593,1,"[('bulgarian', 0.7106593), ('kazakh', 0.54926676), ('czechoslovak', 0.54612803), ('russians', 0.54360837), ('chilean', 0.54284805), ('balkan', 0.54214746), ('tunisian', 0.5420467), ('macedonian', 0.54075027), ('serbian', 0.5396821), ('bolivian', 0.53925246)]",gram6-nationality-adjective
9076,"('switzerland', 'swiss', 'cambodia', 'cambodian')",0.7192732,1,"[('cambodian', 0.71927327), ('khmer', 0.6193093), ('vietnamese', 0.604199), ('thai', 0.5665477), ('bhutan', 0.56625134), ('malaysian', 0.5634493), ('sudanese', 0.5632291), ('haitian', 0.55803573), ('javanese', 0.5526837), ('burmese', 0.54708636)]",gram6-nationality-adjective
9077,"('switzerland', 'swiss', 'chile', 'chilean')",0.6663718,1,"[('chilean', 0.6663718), ('peruvian', 0.54762), ('bolivian', 0.5390826), ('argentine', 0.5287925), ('mexican', 0.50539386), ('colombian', 0.5018773), ('uruguayan', 0.50003004), ('brazilian', 0.4994255), ('venezuelan', 0.47370687), ('frenchman', 0.47031635)]",gram6-nationality-adjective
9078,"('switzerland', 'swiss', 'china', 'chinese')",0.5939933,1,"[('chinese', 0.5939933), ('sino', 0.40503055), ('russian', 0.40067628), ('japanese', 0.3985472), ('thai', 0.39781964), ('french', 0.38981158), ('211', 0.38429534), ('280', 0.38315716), ('american', 0.3810261), ('272', 0.37851226)]",gram6-nationality-adjective
9079,"('switzerland', 'swiss', 'colombia', 'colombian')",0.70745903,1,"[('colombian', 0.7074591), ('bogota', 0.57660127), ('bolivian', 0.57644904), ('chilean', 0.5748184), ('peruvian', 0.5681367), ('venezuelan', 0.56713426), ('lebanese', 0.54741144), ('brazilian', 0.54354167), ('uruguayan', 0.53804684), ('haitian', 0.5376828)]",gram6-nationality-adjective
9080,"('switzerland', 'swiss', 'croatia', 'croatian')",0.6935374,1,"[('croatian', 0.6935375), ('croats', 0.58549607), ('serbs', 0.5848839), ('zagreb', 0.5694499), ('slovenian', 0.565213), ('serb', 0.55043614), ('serbian', 0.5437966), ('austrians', 0.54205817), ('bosnian', 0.5401897), ('yugoslav', 0.5386412)]",gram6-nationality-adjective
9081,"('switzerland', 'swiss', 'denmark', 'danish')",0.6585198,1,"[('danish', 0.65851974), ('swedish', 0.54642767), ('norwegian', 0.5398071), ('scandinavian', 0.5357615), ('copenhagen', 0.5226832), ('icelandic', 0.5214962), ('danes', 0.5180712), ('scandinavia', 0.5122554), ('dutch', 0.5096569), ('belgian', 0.50726014)]",gram6-nationality-adjective
9082,"('switzerland', 'swiss', 'egypt', 'egyptian')",0.6452994,1,"[('egyptian', 0.64529943), ('egyptians', 0.54073685), ('sudanese', 0.5165968), ('tunisian', 0.49276596), ('moroccan', 0.48925176), ('cairo', 0.4876922), ('lebanese', 0.47986075), ('syrian', 0.4772667), ('libyan', 0.47460523), ('coptic', 0.46068615)]",gram6-nationality-adjective
9083,"('switzerland', 'swiss', 'england', 'english')",0.5366892,1,"[('english', 0.5366891), ('british', 0.50459635), ('french', 0.43590918), ('welsh', 0.43576849), ('scottish', 0.4345568), ('american', 0.4290272), ('englishman', 0.42845201), ('scots', 0.4197866), ('italian', 0.41872603), ('dutch', 0.41818696)]",gram6-nationality-adjective
9084,"('switzerland', 'swiss', 'france', 'french')",0.6427324,1,"[('french', 0.6427325), ('frenchman', 0.4840552), ('parisian', 0.45910692), ('dutch', 0.45296848), ('belgian', 0.45095053), ('italian', 0.44931105), ('spanish', 0.44677332), ('german', 0.4457819), ('european', 0.43618822), ('british', 0.434399)]",gram6-nationality-adjective
9085,"('switzerland', 'swiss', 'germany', 'german')",0.6678448,1,"[('german', 0.66784483), ('germans', 0.5259559), ('austrian', 0.477831), ('belgian', 0.4772512), ('dutch', 0.46802002), ('russian', 0.4637723), ('berlin', 0.46265504), ('swedish', 0.46241328), ('italian', 0.459759), ('deutschland', 0.45295286)]",gram6-nationality-adjective
9086,"('switzerland', 'swiss', 'greece', 'greek')",0.6330291,1,"[('greek', 0.6330291), ('greeks', 0.6168133), ('hellenic', 0.5239595), ('aegean', 0.5090867), ('moroccan', 0.5005316), ('thessaloniki', 0.50031775), ('icelandic', 0.49675933), ('italians', 0.49489832), ('lebanese', 0.4939861), ('tunisian', 0.48921686)]",gram6-nationality-adjective
9087,"('switzerland', 'swiss', 'iceland', 'icelandic')",0.72957337,1,"[('icelandic', 0.7295734), ('reykjavik', 0.606567), ('norse', 0.5424887), ('norwegian', 0.52983654), ('greenland', 0.5297049), ('inuit', 0.520799), ('gunnar', 0.52012044), ('finnish', 0.5172991), ('estonian', 0.51638764), ('liechtenstein', 0.5147709)]",gram6-nationality-adjective
9088,"('switzerland', 'swiss', 'india', 'indian')",0.5397955,1,"[('indian', 0.53979546), ('chinese', 0.40775615), ('bombay', 0.39829832), ('indo', 0.38630798), ('asian', 0.3819778), ('thai', 0.38069215), ('pakistani', 0.3801814), ('irish', 0.379854), ('american', 0.37963122), ('216', 0.37870023)]",gram6-nationality-adjective
9089,"('switzerland', 'swiss', 'ireland', 'irish')",0.6595678,1,"[('irish', 0.65956783), ('welsh', 0.5065859), ('scottish', 0.4885534), ('dublin', 0.4714124), ('icelandic', 0.45614636), ('scots', 0.45442382), ('ulster', 0.45383012), ('leinster', 0.44733274), ('galway', 0.44358808), ('limerick', 0.44307062)]",gram6-nationality-adjective
9090,"('switzerland', 'swiss', 'israel', 'israeli')",0.6106236,1,"[('israeli', 0.61062354), ('israelis', 0.4781186), ('jewish', 0.45840636), ('idf', 0.4486408), ('lebanese', 0.44541484), ('hebrew', 0.42215222), ('syrian', 0.41980132), ('sudanese', 0.41798738), ('egyptian', 0.41583294), ('libyan', 0.4117623)]",gram6-nationality-adjective
9091,"('switzerland', 'swiss', 'italy', 'italian')",0.69998246,1,"[('italian', 0.69998246), ('italians', 0.5781976), ('french', 0.48975047), ('frenchman', 0.48830566), ('milan', 0.48724464), ('spanish', 0.47735822), ('austrian', 0.4764967), ('tuscany', 0.47572643), ('austrians', 0.47494146), ('portuguese', 0.4727206)]",gram6-nationality-adjective
9092,"('switzerland', 'swiss', 'japan', 'japanese')",0.62603664,1,"[('japanese', 0.6260365), ('chinese', 0.45796397), ('nippon', 0.42601395), ('brazilian', 0.42552197), ('italian', 0.4214193), ('dutch', 0.41386452), ('korean', 0.41050953), ('samurai', 0.40937647), ('german', 0.40905893), ('tokyo', 0.408838)]",gram6-nationality-adjective
9093,"('switzerland', 'swiss', 'korea', 'korean')",0.6702147,1,"[('korean', 0.67021483), ('koreans', 0.58307195), ('vietnamese', 0.52721477), ('seoul', 0.48204812), ('vietnam', 0.4750611), ('sudanese', 0.4732006), ('filipino', 0.4731876), ('japanese', 0.47299924), ('chinese', 0.47269702), ('taiwanese', 0.46757764)]",gram6-nationality-adjective
9094,"('switzerland', 'swiss', 'macedonia', 'macedonian')",0.6732066,1,"[('macedonian', 0.6732066), ('skopje', 0.62034744), ('bulgarian', 0.57450503), ('sudanese', 0.57385004), ('montenegrin', 0.57145715), ('slovenian', 0.5663198), ('tunisian', 0.5642568), ('פ', 0.56151456), ('1709', 0.5608803), ('libyan', 0.5596582)]",gram6-nationality-adjective
9095,"('switzerland', 'swiss', 'malta', 'maltese')",0.6349149,1,"[('maltese', 0.63491476), ('tunisian', 0.5250981), ('lebanese', 0.50035137), ('gibraltar', 0.4998598), ('moroccan', 0.49729067), ('libyan', 0.49488685), ('1719', 0.49178514), ('mauritius', 0.48659334), ('jordanian', 0.4862679), ('1704', 0.48570284)]",gram6-nationality-adjective
9096,"('switzerland', 'swiss', 'mexico', 'mexican')",0.6180291,1,"[('mexican', 0.6180291), ('spanish', 0.47021392), ('colombian', 0.45555955), ('brazilian', 0.45086116), ('oaxaca', 0.4489067), ('peruvian', 0.4474782), ('venezuelan', 0.44584593), ('guatemala', 0.44501793), ('veracruz', 0.44374686), ('monterrey', 0.44365168)]",gram6-nationality-adjective
9097,"('switzerland', 'swiss', 'netherlands', 'dutch')",0.6401299,1,"[('dutch', 0.6401299), ('belgian', 0.52032757), ('swedish', 0.49723825), ('hague', 0.49443683), ('portuguese', 0.48305708), ('moroccan', 0.48040828), ('javanese', 0.47883654), ('philippines', 0.47693288), ('spaniards', 0.47658527), ('bahamas', 0.4761117)]",gram6-nationality-adjective
9098,"('switzerland', 'swiss', 'norway', 'norwegian')",0.69051164,1,"[('norwegian', 0.6905116), ('swedish', 0.5583387), ('icelandic', 0.5334779), ('scandinavian', 0.5226957), ('finnish', 0.52210194), ('danish', 0.51459914), ('norse', 0.505313), ('scandinavia', 0.5033702), ('nils', 0.49384853), ('dutch', 0.49340004)]",gram6-nationality-adjective
9099,"('switzerland', 'swiss', 'peru', 'peruvian')",0.63037044,1,"[('peruvian', 0.6303704), ('chilean', 0.50993246), ('bolivian', 0.50923836), ('colombian', 0.49656895), ('venezuelan', 0.4924093), ('argentine', 0.47906265), ('uruguayan', 0.47645617), ('brazilian', 0.47385645), ('sudanese', 0.4667622), ('moroccan', 0.466594)]",gram6-nationality-adjective
9100,"('switzerland', 'swiss', 'poland', 'polish')",0.61933273,1,"[('polish', 0.6193327), ('warsaw', 0.5399075), ('krakow', 0.5194001), ('poznan', 0.4827677), ('silesian', 0.48154646), ('ukrainian', 0.4810133), ('stanisław', 0.47782716), ('lithuanian', 0.47462225), ('prussian', 0.47354522), ('swedish', 0.47247306)]",gram6-nationality-adjective
9101,"('switzerland', 'swiss', 'portugal', 'portuguese')",0.69387174,1,"[('portuguese', 0.6938716), ('brazilian', 0.5531845), ('moroccan', 0.5404206), ('spanish', 0.51708204), ('lisbon', 0.5169091), ('peruvian', 0.5119192), ('belgian', 0.5091299), ('colombian', 0.5077637), ('hungarian', 0.50517535), ('romanian', 0.50430655)]",gram6-nationality-adjective
9102,"('switzerland', 'swiss', 'russia', 'russian')",0.6846186,1,"[('russian', 0.6846187), ('russians', 0.5925983), ('moscow', 0.48619175), ('swedish', 0.47685665), ('soviets', 0.464873), ('kazakh', 0.45596206), ('bolshevik', 0.45110366), ('ussr', 0.45068523), ('229', 0.44876495), ('1717', 0.44870394)]",gram6-nationality-adjective
9103,"('switzerland', 'swiss', 'spain', 'spanish')",0.6578167,1,"[('spanish', 0.65781677), ('spaniards', 0.5472518), ('moroccan', 0.51432604), ('mexican', 0.51262623), ('portuguese', 0.5049941), ('italian', 0.50315917), ('peruvian', 0.4954799), ('dutch', 0.49310917), ('chilean', 0.48811993), ('swedish', 0.4866997)]",gram6-nationality-adjective
9104,"('thailand', 'thai', 'ukraine', 'ukrainian')",0.66965306,1,"[('ukrainian', 0.669653), ('kazakh', 0.5633359), ('kyiv', 0.5323197), ('lviv', 0.52918094), ('lithuanian', 0.52521414), ('belarusian', 0.525045), ('galician', 0.51501524), ('є', 0.51438165), ('crimea', 0.5137812), ('kiev', 0.51139426)]",gram6-nationality-adjective
9105,"('thailand', 'thai', 'albania', 'albanian')",0.6694537,1,"[('albanian', 0.66945374), ('albanians', 0.6396497), ('tirana', 0.5954873), ('macedonian', 0.54804116), ('tunisian', 0.5425306), ('montenegrin', 0.5404675), ('libyan', 0.539746), ('gujarati', 0.53647065), ('skopje', 0.52857757), ('slovenian', 0.52840215)]",gram6-nationality-adjective
9106,"('thailand', 'thai', 'australia', 'australian')",0.57735527,1,"[('australian', 0.5773553), ('australians', 0.4639761), ('nz', 0.43478101), ('1650', 0.40703556), ('tasmanian', 0.40246278), ('nsw', 0.39900225), ('234', 0.39745495), ('adelaide', 0.39569917), ('canadian', 0.3916176), ('218', 0.3892008)]",gram6-nationality-adjective
9107,"('thailand', 'thai', 'austria', 'austrian')",0.59915906,1,"[('austrian', 0.599159), ('austrians', 0.54683423), ('bavarian', 0.4887261), ('liechtenstein', 0.46834973), ('nepali', 0.46747786), ('austro', 0.4672817), ('habsburg', 0.46030644), ('अ', 0.45536342), ('आ', 0.45488286), ('bolivian', 0.45403144)]",gram6-nationality-adjective
9108,"('thailand', 'thai', 'brazil', 'brazilian')",0.5933382,1,"[('brazilian', 0.59333825), ('portuguese', 0.46425328), ('venezuelan', 0.4589233), ('brasil', 0.4558496), ('bolivian', 0.44875184), ('peruvian', 0.44339076), ('234', 0.43959746), ('argentine', 0.43954414), ('colombian', 0.43665716), ('chilean', 0.43639106)]",gram6-nationality-adjective
9109,"('thailand', 'thai', 'bulgaria', 'bulgarian')",0.69254977,1,"[('bulgarian', 0.6925497), ('macedonian', 0.56696606), ('kazakh', 0.5515891), ('serbian', 0.5436104), ('montenegrin', 0.5355252), ('ब', 0.53046966), ('romanian', 0.5300907), ('albanians', 0.5295497), ('nepali', 0.5280347), ('1710', 0.5244975)]",gram6-nationality-adjective
9110,"('thailand', 'thai', 'cambodia', 'cambodian')",0.71995765,1,"[('cambodian', 0.7199577), ('khmer', 0.6123273), ('burmese', 0.5641735), ('nepali', 0.5564211), ('vietnamese', 0.55438125), ('javanese', 0.54327863), ('haitian', 0.54244494), ('mongolian', 0.5401119), ('1661', 0.5381366), ('bangladeshi', 0.53770626)]",gram6-nationality-adjective
9111,"('thailand', 'thai', 'chile', 'chilean')",0.62082636,1,"[('chilean', 0.62082636), ('peruvian', 0.52398074), ('bolivian', 0.5175706), ('argentine', 0.5015199), ('mexican', 0.4824534), ('kazakh', 0.46909076), ('venezuelan', 0.467256), ('nepali', 0.4640022), ('colombian', 0.46157387), ('##エ', 0.45931485)]",gram6-nationality-adjective
9112,"('thailand', 'thai', 'china', 'chinese')",0.5565109,1,"[('chinese', 0.5565109), ('sino', 0.42130795), ('237', 0.378021), ('225', 0.37742588), ('306', 0.3757824), ('475', 0.37508413), ('241', 0.37474453), ('280', 0.37398523), ('russian', 0.37397212), ('218', 0.3712955)]",gram6-nationality-adjective
9113,"('thailand', 'thai', 'colombia', 'colombian')",0.66069174,1,"[('colombian', 0.6606919), ('venezuelan', 0.55992323), ('bolivian', 0.556235), ('peruvian', 0.54643846), ('chilean', 0.5355894), ('bogota', 0.5302774), ('haitian', 0.5163493), ('mexican', 0.51158047), ('nepali', 0.5101984), ('cambodian', 0.5099503)]",gram6-nationality-adjective
9114,"('thailand', 'thai', 'croatia', 'croatian')",0.6779105,1,"[('croatian', 0.67791057), ('croats', 0.5713417), ('bosnian', 0.56252843), ('serbian', 0.5566804), ('serbs', 0.5522593), ('slovenian', 0.54640764), ('zagreb', 0.5439634), ('montenegrin', 0.53037584), ('slovene', 0.530311), ('austrians', 0.52294034)]",gram6-nationality-adjective
9115,"('thailand', 'thai', 'denmark', 'danish')",0.6171879,1,"[('danish', 0.61718804), ('danes', 0.5291941), ('scandinavian', 0.51155686), ('norwegian', 0.5069773), ('copenhagen', 0.50550383), ('nepali', 0.49505183), ('schleswig', 0.49344137), ('swedish', 0.489676), ('jena', 0.48790944), ('icelandic', 0.4838205)]",gram6-nationality-adjective
9116,"('thailand', 'thai', 'egypt', 'egyptian')",0.6168328,1,"[('egyptian', 0.6168328), ('egyptians', 0.5301662), ('cairo', 0.47075516), ('tunisian', 0.4654745), ('sudanese', 0.46220687), ('cambodian', 0.45709902), ('libyan', 0.45620257), ('syrian', 0.45245668), ('coptic', 0.4512312), ('burmese', 0.44651824)]",gram6-nationality-adjective
9117,"('thailand', 'thai', 'england', 'english')",0.51728266,1,"[('english', 0.51728266), ('british', 0.40865234), ('welsh', 0.40160555), ('englishman', 0.3985649), ('269', 0.39226177), ('147', 0.390344), ('britain', 0.39030012), ('234', 0.38744295), ('283', 0.38585922), ('273', 0.3857396)]",gram6-nationality-adjective
9118,"('thailand', 'thai', 'france', 'french')",0.5642319,1,"[('french', 0.5642319), ('frenchman', 0.43971348), ('306', 0.42226073), ('234', 0.41930562), ('parisian', 0.41919038), ('233', 0.4093221), ('247', 0.40790907), ('pascal', 0.404797), ('305', 0.40324602), ('lille', 0.40281293)]",gram6-nationality-adjective
9119,"('thailand', 'thai', 'germany', 'german')",0.6100701,1,"[('german', 0.6100702), ('germans', 0.48281288), ('deutschland', 0.44441834), ('bavarian', 0.439826), ('234', 0.43878266), ('russian', 0.43518072), ('231', 0.42632642), ('352', 0.42603827), ('prussian', 0.42566228), ('194', 0.4233895)]",gram6-nationality-adjective
9120,"('thailand', 'thai', 'greece', 'greek')",0.5829083,1,"[('greek', 0.5829083), ('greeks', 0.5596315), ('hellenic', 0.50677913), ('macedonian', 0.49658713), ('aegean', 0.48854503), ('persians', 0.47982457), ('thessaloniki', 0.4797227), ('athenian', 0.4731908), ('calabria', 0.47166649), ('albanians', 0.46982875)]",gram6-nationality-adjective
9121,"('thailand', 'thai', 'iceland', 'icelandic')",0.69556326,1,"[('icelandic', 0.6955633), ('reykjavik', 0.5860849), ('greenland', 0.5217305), ('gunnar', 0.51582205), ('inuit', 0.51580054), ('kazakh', 0.509198), ('norwegian', 0.5086008), ('azores', 0.5079892), ('##ð', 0.5045108), ('त', 0.5019588)]",gram6-nationality-adjective
9122,"('thailand', 'thai', 'india', 'indian')",0.4966674,1,"[('indian', 0.49666741), ('china', 0.3917125), ('chinese', 0.39020923), ('241', 0.3831141), ('cree', 0.38253602), ('indians', 0.38228643), ('1800', 0.38083813), ('218', 0.3805243), ('sino', 0.37873453), ('247', 0.37767202)]",gram6-nationality-adjective
9123,"('thailand', 'thai', 'ireland', 'irish')",0.6053601,1,"[('irish', 0.60536003), ('welsh', 0.45796785), ('dublin', 0.44555223), ('donegal', 0.4409376), ('derry', 0.43275434), ('cornish', 0.4232272), ('limerick', 0.42240682), ('scottish', 0.41632763), ('galway', 0.41500294), ('1800', 0.41425192)]",gram6-nationality-adjective
9124,"('thailand', 'thai', 'israel', 'israeli')",0.5488904,1,"[('israeli', 0.5488904), ('hebrew', 0.46626365), ('israelis', 0.45830756), ('haifa', 0.41104624), ('jewish', 0.41059867), ('1650', 0.4094026), ('moshe', 0.40752998), ('241', 0.4073116), ('225', 0.40531242), ('194', 0.39931446)]",gram6-nationality-adjective
9125,"('thailand', 'thai', 'italy', 'italian')",0.62975436,1,"[('italian', 0.6297544), ('italians', 0.5251298), ('italia', 0.45807335), ('352', 0.4481303), ('480', 0.4446944), ('amore', 0.44373113), ('sicilian', 0.44329253), ('frenchman', 0.44179296), ('fifteenth', 0.44160897), ('tuscany', 0.4406927)]",gram6-nationality-adjective
9126,"('thailand', 'thai', 'japan', 'japanese')",0.6006862,1,"[('japanese', 0.60068613), ('chinese', 0.4658371), ('tokyo', 0.43377396), ('nippon', 0.42954823), ('china', 0.417205), ('asahi', 0.41516435), ('sino', 0.4127546), ('234', 0.4121522), ('italian', 0.4108331), ('russian', 0.4084917)]",gram6-nationality-adjective
9127,"('thailand', 'thai', 'korea', 'korean')",0.6402884,1,"[('korean', 0.6402885), ('koreans', 0.5622227), ('seoul', 0.4774944), ('vietnamese', 0.4747356), ('nepali', 0.47401553), ('cambodian', 0.4706776), ('chinese', 0.464865), ('hyun', 0.46397048), ('mongolian', 0.45238554), ('filipino', 0.44965738)]",gram6-nationality-adjective
9128,"('thailand', 'thai', 'macedonia', 'macedonian')",0.66675454,1,"[('macedonian', 0.6667546), ('skopje', 0.5923829), ('montenegrin', 0.5565184), ('bulgarian', 0.5438042), ('nepali', 0.54193175), ('serbian', 0.53977007), ('1742', 0.536735), ('bosnian', 0.53487027), ('1645', 0.5327017), ('1690', 0.53189856)]",gram6-nationality-adjective
9129,"('thailand', 'thai', 'malta', 'maltese')",0.6018694,1,"[('maltese', 0.6018694), ('tunisian', 0.51183224), ('libyan', 0.48949662), ('1690', 0.48893097), ('1688', 0.48356587), ('1714', 0.48311877), ('sicilian', 0.48289764), ('1625', 0.48184004), ('1664', 0.47983864), ('1726', 0.47972563)]",gram6-nationality-adjective
9130,"('thailand', 'thai', 'mexico', 'mexican')",0.59329414,1,"[('mexican', 0.59329414), ('venezuelan', 0.44460785), ('spanish', 0.43200865), ('peruvian', 0.43082404), ('oaxaca', 0.42863283), ('puebla', 0.42859057), ('navajo', 0.42490965), ('guatemala', 0.42138028), ('cambodian', 0.42086366), ('1847', 0.42062676)]",gram6-nationality-adjective
9131,"('thailand', 'thai', 'netherlands', 'dutch')",0.58133364,1,"[('dutch', 0.5813336), ('hague', 0.49310932), ('javanese', 0.47693676), ('belgian', 0.47102702), ('groningen', 0.4694585), ('bahamas', 0.46645805), ('bavarian', 0.46461543), ('swedish', 0.46408415), ('portuguese', 0.46192306), ('danish', 0.45987284)]",gram6-nationality-adjective
