,task,cosine,rank,top_10,category
8504,"('looking', 'looked', 'sitting', 'sat')",0.61912364,1,"[('sat', 0.61912364), ('sits', 0.5843341), ('sit', 0.56936216), ('stood', 0.46824113), ('seated', 0.41702947), ('stared', 0.33477893), ('stayed', 0.3319911), ('perched', 0.3312849), ('listened', 0.32733357), ('slept', 0.32676256)]",gram7-past-tense
8505,"('looking', 'looked', 'sleeping', 'slept')",0.72824496,1,"[('slept', 0.728245), ('sleeps', 0.60394573), ('sleep', 0.500624), ('asleep', 0.43229088), ('awoke', 0.401868), ('woke', 0.39103523), ('drank', 0.37730467), ('sleepy', 0.37148812), ('rested', 0.36953732), ('bedroom', 0.3685206)]",gram7-past-tense
8506,"('looking', 'looked', 'slowing', 'slowed')",0.7121566,1,"[('slowed', 0.7121567), ('slows', 0.65564704), ('slowdown', 0.5335534), ('slower', 0.48889583), ('paused', 0.45482314), ('slow', 0.45084202), ('sped', 0.44610474), ('calmed', 0.4389302), ('weakening', 0.438655), ('decreased', 0.43049362)]",gram7-past-tense
8507,"('looking', 'looked', 'spending', 'spent')",0.5300402,3,"[('spend', 0.6122592), ('spends', 0.5677853), ('spent', 0.53004014), ('expenditures', 0.4971988), ('expenditure', 0.49586004), ('expended', 0.34239975), ('budgets', 0.3408213), ('expenses', 0.33148816), ('stayed', 0.3191959), ('endured', 0.3116483)]",gram7-past-tense
8508,"('looking', 'looked', 'striking', 'struck')",0.588952,1,"[('struck', 0.5889521), ('strikes', 0.49409166), ('strike', 0.487827), ('startling', 0.38327485), ('strikers', 0.36808524), ('stunning', 0.36508268), ('remarkable', 0.35055694), ('rikes', 0.34655553), ('dazzling', 0.33849648), ('strikingly', 0.3377038)]",gram7-past-tense
8509,"('looking', 'looked', 'taking', 'took')",0.69234234,1,"[('took', 0.6923424), ('takes', 0.5594495), ('taken', 0.5295855), ('take', 0.52611136), ('assumed', 0.3017058), ('gave', 0.29035425), ('grabbed', 0.28852355), ('brought', 0.27836767), ('examined', 0.26817948), ('studied', 0.26565483)]",gram7-past-tense
8510,"('looking', 'looked', 'thinking', 'thought')",0.49625483,1,"[('thought', 0.49625483), ('thinks', 0.4803619), ('think', 0.41179052), ('thoughts', 0.3790751), ('reasoning', 0.37820274), ('thinkers', 0.37533408), ('thinker', 0.3746918), ('wondered', 0.3656789), ('figured', 0.3635373), ('imagined', 0.3599649)]",gram7-past-tense
8511,"('looking', 'looked', 'vanishing', 'vanished')",0.6580415,1,"[('vanished', 0.6580416), ('disappeared', 0.61846346), ('disappearing', 0.61576444), ('vanish', 0.5885217), ('disappears', 0.5698633), ('disappear', 0.5156385), ('disappearance', 0.48585847), ('retreated', 0.42425275), ('faded', 0.42204505), ('dwindling', 0.4200893)]",gram7-past-tense
8512,"('looking', 'looked', 'walking', 'walked')",0.7330891,1,"[('walked', 0.73308915), ('walk', 0.57400775), ('walks', 0.55892175), ('marched', 0.42923787), ('stroll', 0.42701533), ('wandered', 0.42667612), ('alking', 0.36691606), ('pedestrians', 0.366681), ('stood', 0.3630321), ('danced', 0.36205688)]",gram7-past-tense
8513,"('looking', 'looked', 'writing', 'wrote')",0.63976544,1,"[('wrote', 0.6397653), ('write', 0.5974908), ('writes', 0.53706896), ('written', 0.48312563), ('writers', 0.4305592), ('writings', 0.4233839), ('writer', 0.4076119), ('publishing', 0.37878516), ('penned', 0.37660074), ('reading', 0.34542876)]",gram7-past-tense
8514,"('looking', 'looked', 'dancing', 'danced')",0.75063795,1,"[('danced', 0.7506379), ('dances', 0.5865364), ('dance', 0.55943304), ('dancers', 0.5210265), ('dancer', 0.49792293), ('singing', 0.43911377), ('sang', 0.43420506), ('laughed', 0.42159212), ('marched', 0.4178113), ('sings', 0.40002063)]",gram7-past-tense
8515,"('looking', 'looked', 'decreasing', 'decreased')",0.6904507,1,"[('decreased', 0.69045067), ('decrease', 0.63360965), ('decreases', 0.61007446), ('increasing', 0.5088098), ('reduces', 0.4924613), ('diminished', 0.4836282), ('diminishing', 0.48294812), ('dwindling', 0.46899343), ('shrunk', 0.46108404), ('diminish', 0.45986837)]",gram7-past-tense
8516,"('looking', 'looked', 'describing', 'described')",0.6018571,3,"[('describes', 0.6516942), ('describe', 0.6395804), ('described', 0.60185707), ('descriptions', 0.49757785), ('recounted', 0.46621794), ('characterized', 0.46371064), ('description', 0.45698214), ('explaining', 0.45590734), ('depicted', 0.4555534), ('depicting', 0.45528668)]",gram7-past-tense
8517,"('looking', 'looked', 'enhancing', 'enhanced')",0.54550743,3,"[('enhance', 0.6701343), ('enhances', 0.61413234), ('enhanced', 0.54550743), ('improves', 0.5207004), ('boosting', 0.48901564), ('enhancement', 0.47958216), ('enhancements', 0.45920753), ('intensified', 0.45673382), ('strengthen', 0.45389712), ('boosts', 0.4416772)]",gram7-past-tense
8518,"('looking', 'looked', 'falling', 'fell')",0.64661896,1,"[('fell', 0.6466189), ('falls', 0.58431375), ('fallen', 0.5434399), ('fall', 0.5025394), ('slipped', 0.4430628), ('collapsed', 0.431969), ('plummeted', 0.42285344), ('collapsing', 0.4103238), ('slipping', 0.40631828), ('slid', 0.40629432)]",gram7-past-tense
8519,"('looking', 'looked', 'feeding', 'fed')",0.13943575,11662,"[('feeds', 0.5757369), ('feed', 0.54059047), ('meals', 0.3671328), ('meal', 0.3622641), ('cooked', 0.34779474), ('tasted', 0.34266055), ('eats', 0.34221995), ('eaten', 0.3388147), ('nutrition', 0.33875662), ('eating', 0.3333186)]",gram7-past-tense
8520,"('looking', 'looked', 'flying', 'flew')",0.71145713,1,"[('flew', 0.7114572), ('flown', 0.5966804), ('fly', 0.53224283), ('flies', 0.50375086), ('flights', 0.42131385), ('sailed', 0.41374624), ('soared', 0.39439622), ('airplane', 0.3873939), ('airborne', 0.38192233), ('flight', 0.37362328)]",gram7-past-tense
8521,"('looking', 'looked', 'generating', 'generated')",0.6126605,3,"[('generates', 0.6737461), ('generate', 0.6667343), ('generated', 0.6126605), ('garnered', 0.45752022), ('generator', 0.43566263), ('produces', 0.42637655), ('creates', 0.41908434), ('generators', 0.4064381), ('yielded', 0.40469658), ('sparked', 0.4013683)]",gram7-past-tense
8522,"('looking', 'looked', 'going', 'went')",0.58889616,1,"[('went', 0.5888961), ('goes', 0.4397642), ('go', 0.41345975), ('gone', 0.33335564), ('gonna', 0.27499166), ('appeared', 0.27166516), ('started', 0.26806062), ('got', 0.25681892), ('seemed', 0.2566709), ('progressed', 0.25174153)]",gram7-past-tense
8523,"('looking', 'looked', 'hiding', 'hid')",0.6587938,1,"[('hid', 0.6587938), ('hide', 0.5705293), ('hides', 0.56213874), ('conceal', 0.45234877), ('concealed', 0.41233957), ('hidden', 0.40670133), ('retreated', 0.4002759), ('disguise', 0.3911834), ('obscured', 0.38756984), ('disappeared', 0.387109)]",gram7-past-tense
8524,"('looking', 'looked', 'hitting', 'hit')",0.51084983,2,"[('hits', 0.5735457), ('hit', 0.51084983), ('struck', 0.41906223), ('pounded', 0.39073116), ('swung', 0.38552806), ('slammed', 0.37617373), ('grabbed', 0.37090728), ('slapped', 0.37037483), ('clicked', 0.36345178), ('slamming', 0.34645665)]",gram7-past-tense
8525,"('looking', 'looked', 'implementing', 'implemented')",0.69963807,1,"[('implemented', 0.69963807), ('implement', 0.64198107), ('implementation', 0.57840854), ('implements', 0.4988517), ('implementations', 0.49301898), ('instituted', 0.4880338), ('enacted', 0.4638919), ('enforcing', 0.45500517), ('advocated', 0.43735284), ('installing', 0.43316892)]",gram7-past-tense
8526,"('looking', 'looked', 'increasing', 'increased')",0.6343181,1,"[('increased', 0.63431805), ('decreased', 0.55215156), ('decreasing', 0.5345423), ('increase', 0.5201226), ('increases', 0.5051312), ('decrease', 0.4387935), ('escalating', 0.43015003), ('decreases', 0.4283264), ('intensified', 0.4276576), ('incre', 0.39914802)]",gram7-past-tense
8527,"('looking', 'looked', 'jumping', 'jumped')",0.72924393,1,"[('jumped', 0.72924393), ('leapt', 0.5662523), ('jump', 0.56152153), ('jumps', 0.5532075), ('leaping', 0.5101419), ('climbed', 0.48403218), ('hopped', 0.4811307), ('leap', 0.42756), ('surged', 0.42342559), ('soared', 0.41606507)]",gram7-past-tense
8528,"('looking', 'looked', 'knowing', 'knew')",0.62482435,1,"[('knew', 0.6248243), ('knows', 0.51705045), ('know', 0.4174563), ('knowledge', 0.40856454), ('understood', 0.3781768), ('sensed', 0.37185657), ('realizing', 0.3674855), ('wondered', 0.3668139), ('understands', 0.36655602), ('figured', 0.36468852)]",gram7-past-tense
8529,"('looking', 'looked', 'listening', 'listened')",0.80262345,1,"[('listened', 0.8026234), ('listen', 0.7003188), ('listens', 0.6721543), ('heard', 0.4604441), ('sounded', 0.45668197), ('watched', 0.4336946), ('listeners', 0.4323679), ('listener', 0.43111944), ('hearing', 0.39272562), ('overheard', 0.37690774)]",gram7-past-tense
8530,"('moving', 'moved', 'paying', 'paid')",0.6485944,1,"[('paid', 0.6485944), ('pays', 0.58863884), ('pay', 0.54954827), ('repaid', 0.38801157), ('financed', 0.38588786), ('payments', 0.38141912), ('compensated', 0.37053293), ('payment', 0.36850268), ('funded', 0.36521968), ('bought', 0.34662506)]",gram7-past-tense
8531,"('moving', 'moved', 'playing', 'played')",0.74772745,1,"[('played', 0.7477275), ('play', 0.51526535), ('plays', 0.5045041), ('player', 0.33351016), ('players', 0.32205176), ('games', 0.31905314), ('coached', 0.30134425), ('danced', 0.29243267), ('performed', 0.29101864), ('competed', 0.28870085)]",gram7-past-tense
8532,"('moving', 'moved', 'predicting', 'predicted')",0.60478675,2,"[('predicts', 0.6416292), ('predicted', 0.6047868), ('predict', 0.5677418), ('forecasting', 0.5398242), ('prediction', 0.5364197), ('predictions', 0.4984006), ('estimating', 0.47349107), ('anticipating', 0.46958047), ('predictor', 0.45410162), ('forecasts', 0.44552007)]",gram7-past-tense
8533,"('moving', 'moved', 'reading', 'read')",0.30136964,7,"[('reads', 0.5206436), ('readings', 0.46766457), ('reader', 0.36238074), ('readers', 0.3342507), ('wrote', 0.33140162), ('writing', 0.33066157), ('read', 0.30136964), ('watched', 0.29506475), ('typing', 0.29503956), ('writes', 0.28641146)]",gram7-past-tense
8534,"('moving', 'moved', 'running', 'ran')",0.6851314,1,"[('ran', 0.6851313), ('run', 0.5394254), ('runs', 0.52035034), ('raced', 0.32257), ('runner', 0.3184465), ('runners', 0.30537698), ('rushed', 0.28064254), ('aired', 0.27919552), ('walked', 0.26445457), ('jumped', 0.26364687)]",gram7-past-tense
8535,"('moving', 'moved', 'saying', 'said')",0.3933024,4,"[('stating', 0.4620576), ('say', 0.4241485), ('says', 0.41745278), ('said', 0.3933024), ('noting', 0.36114332), ('replied', 0.34476447), ('stated', 0.339562), ('remarked', 0.33880094), ('exclaimed', 0.33241245), ('mentioning', 0.3273529)]",gram7-past-tense
8536,"('moving', 'moved', 'screaming', 'screamed')",0.7302941,1,"[('screamed', 0.7302941), ('scream', 0.609469), ('screams', 0.58176684), ('yelled', 0.55206555), ('yelling', 0.54269964), ('shouted', 0.4906166), ('shouting', 0.48978862), ('cried', 0.4869757), ('yells', 0.47084343), ('shouts', 0.44029135)]",gram7-past-tense
8537,"('moving', 'moved', 'seeing', 'saw')",0.5776925,1,"[('saw', 0.5776925), ('see', 0.53983045), ('sees', 0.53894824), ('seen', 0.47626346), ('witnessed', 0.3942158), ('witnessing', 0.39012066), ('watched', 0.38974822), ('noticing', 0.36249694), ('viewed', 0.36101374), ('noticed', 0.3462797)]",gram7-past-tense
8538,"('moving', 'moved', 'selling', 'sold')",0.66194177,1,"[('sold', 0.66194177), ('sell', 0.6418042), ('sells', 0.6391723), ('seller', 0.47930098), ('bought', 0.46862504), ('sellers', 0.46291295), ('sale', 0.4478466), ('purchased', 0.4166837), ('buying', 0.40784648), ('marketed', 0.40050963)]",gram7-past-tense
8539,"('moving', 'moved', 'singing', 'sang')",0.68115747,1,"[('sang', 0.68115747), ('sings', 0.5843311), ('sing', 0.51927006), ('singers', 0.5022395), ('danced', 0.46742424), ('singer', 0.4578891), ('songs', 0.45080963), ('vocals', 0.44510198), ('dancing', 0.4332895), ('song', 0.42703944)]",gram7-past-tense
8540,"('moving', 'moved', 'sitting', 'sat')",0.5895277,1,"[('sat', 0.5895278), ('sits', 0.56921244), ('sit', 0.56803274), ('stood', 0.41586834), ('seated', 0.3951735), ('perched', 0.3496586), ('standing', 0.3115896), ('stayed', 0.3062814), ('lying', 0.3054338), ('slept', 0.30189827)]",gram7-past-tense
8541,"('moving', 'moved', 'sleeping', 'slept')",0.7260429,1,"[('slept', 0.7260429), ('sleeps', 0.615969), ('sleep', 0.5096871), ('asleep', 0.44376874), ('awoke', 0.3979019), ('woke', 0.38296533), ('drank', 0.3671077), ('awakened', 0.36416903), ('awoken', 0.3633595), ('crawled', 0.35454512)]",gram7-past-tense
8542,"('moving', 'moved', 'slowing', 'slowed')",0.6993022,1,"[('slowed', 0.69930214), ('slows', 0.6161538), ('slowdown', 0.53367555), ('slower', 0.4762492), ('calmed', 0.45765874), ('slow', 0.4414865), ('eased', 0.43682903), ('decreased', 0.43268472), ('paused', 0.42767254), ('cooled', 0.4238655)]",gram7-past-tense
8543,"('moving', 'moved', 'spending', 'spent')",0.5657722,3,"[('spend', 0.63971287), ('spends', 0.58452356), ('spent', 0.5657721), ('expenditure', 0.472815), ('expenditures', 0.4645524), ('budgets', 0.32720554), ('consumed', 0.31549814), ('stayed', 0.31114432), ('expended', 0.30983084), ('invested', 0.30463457)]",gram7-past-tense
8544,"('moving', 'moved', 'striking', 'struck')",0.6440086,1,"[('struck', 0.64400846), ('strikes', 0.49664283), ('strike', 0.49515685), ('attacked', 0.33400938), ('strikers', 0.33373812), ('startling', 0.33049345), ('stunning', 0.32925373), ('lashed', 0.32250482), ('rikes', 0.31785858), ('strikingly', 0.31098872)]",gram7-past-tense
8545,"('moving', 'moved', 'taking', 'took')",0.70081395,1,"[('took', 0.7008139), ('taken', 0.6063414), ('takes', 0.54626495), ('take', 0.5396716), ('brought', 0.32231113), ('grabbed', 0.2937664), ('stole', 0.2750908), ('held', 0.2586844), ('undertaken', 0.25107485), ('gave', 0.24339846)]",gram7-past-tense
8546,"('moving', 'moved', 'thinking', 'thought')",0.40373397,3,"[('thinks', 0.4570579), ('think', 0.4110189), ('thought', 0.40373397), ('reasoning', 0.371173), ('thinker', 0.33988762), ('wondering', 0.3397234), ('thoughts', 0.3306249), ('mindset', 0.32527155), ('thinkers', 0.3227293), ('contemplating', 0.31926307)]",gram7-past-tense
8547,"('moving', 'moved', 'vanishing', 'vanished')",0.6463421,1,"[('vanished', 0.64634216), ('disappeared', 0.62059754), ('vanish', 0.610664), ('disappearing', 0.5843476), ('disappears', 0.5572823), ('disappear', 0.5045833), ('disappearance', 0.47210282), ('shrunk', 0.4285383), ('plummeted', 0.4169573), ('erased', 0.41548106)]",gram7-past-tense
8548,"('moving', 'moved', 'walking', 'walked')",0.760963,1,"[('walked', 0.760963), ('walk', 0.58927864), ('walks', 0.55586976), ('marched', 0.44299293), ('wandered', 0.43247405), ('stroll', 0.40479556), ('alking', 0.37804124), ('crawled', 0.3477245), ('escorted', 0.3448944), ('drove', 0.34035417)]",gram7-past-tense
8549,"('moving', 'moved', 'writing', 'wrote')",0.6150922,1,"[('wrote', 0.61509216), ('write', 0.5848867), ('writes', 0.5211731), ('written', 0.48777333), ('writers', 0.42432636), ('writer', 0.40873072), ('writings', 0.4049567), ('penned', 0.3792695), ('typing', 0.34060875), ('handwriting', 0.3378807)]",gram7-past-tense
8550,"('moving', 'moved', 'dancing', 'danced')",0.7266223,1,"[('danced', 0.7266222), ('dances', 0.57542944), ('dance', 0.5401809), ('dancer', 0.5215562), ('dancers', 0.49897084), ('singing', 0.4286203), ('sang', 0.42713684), ('marched', 0.4245385), ('laughed', 0.40773043), ('partying', 0.37692535)]",gram7-past-tense
8551,"('moving', 'moved', 'decreasing', 'decreased')",0.7059444,1,"[('decreased', 0.70594454), ('decrease', 0.64504784), ('decreases', 0.6020778), ('diminished', 0.5091287), ('increasing', 0.5054573), ('reduces', 0.4922505), ('increased', 0.48330867), ('shrunk', 0.48135617), ('diminish', 0.47537133), ('plummeted', 0.45956442)]",gram7-past-tense
8552,"('moving', 'moved', 'describing', 'described')",0.5732221,3,"[('describes', 0.6246009), ('describe', 0.6243093), ('described', 0.5732221), ('descriptions', 0.4630294), ('explaining', 0.45970115), ('recounted', 0.4348272), ('depicting', 0.4293174), ('description', 0.4279129), ('characterized', 0.42091063), ('outlining', 0.41085646)]",gram7-past-tense
8553,"('moving', 'moved', 'enhancing', 'enhanced')",0.57961553,3,"[('enhance', 0.67708796), ('enhances', 0.6162601), ('enhanced', 0.57961553), ('enhancement', 0.51611704), ('enhancements', 0.5039823), ('improves', 0.48866984), ('bolstered', 0.46824005), ('strengthened', 0.45818803), ('boosted', 0.45518517), ('boosting', 0.44535545)]",gram7-past-tense
8554,"('moving', 'moved', 'falling', 'fell')",0.6697556,1,"[('fell', 0.6697556), ('fallen', 0.59694237), ('falls', 0.58861214), ('fall', 0.5274177), ('plummeted', 0.44454956), ('slipped', 0.43756574), ('slid', 0.40469956), ('collapsed', 0.39406452), ('jumped', 0.3895821), ('leapt', 0.38190377)]",gram7-past-tense
8555,"('moving', 'moved', 'feeding', 'fed')",0.13264692,9375,"[('feeds', 0.57923764), ('feed', 0.5542467), ('meals', 0.34480086), ('eaten', 0.33735824), ('meal', 0.33580846), ('eating', 0.32565492), ('eats', 0.3215249), ('harvested', 0.32137096), ('benefited', 0.31564012), ('cooked', 0.31442222)]",gram7-past-tense
8556,"('moving', 'moved', 'flying', 'flew')",0.73194516,1,"[('flew', 0.7319452), ('flown', 0.66609496), ('fly', 0.5422439), ('flies', 0.51757246), ('sailed', 0.41010267), ('flights', 0.40744722), ('soared', 0.37949526), ('airplane', 0.35994872), ('airplanes', 0.35865816), ('travelled', 0.35690156)]",gram7-past-tense
8557,"('moving', 'moved', 'generating', 'generated')",0.6061222,3,"[('generate', 0.6501175), ('generates', 0.6431555), ('generated', 0.606122), ('garnered', 0.45482418), ('prompted', 0.4208096), ('sparked', 0.41260412), ('produces', 0.40683076), ('provoked', 0.39790732), ('generator', 0.39679852), ('garner', 0.39409244)]",gram7-past-tense
8558,"('moving', 'moved', 'going', 'went')",0.5935253,1,"[('went', 0.5935253), ('go', 0.452939), ('goes', 0.4432445), ('gone', 0.39803568), ('got', 0.3034867), ('started', 0.2898873), ('gonna', 0.27661115), ('brought', 0.2755133), ('made', 0.2603273), ('taken', 0.25969735)]",gram7-past-tense
8559,"('moving', 'moved', 'hiding', 'hid')",0.6515993,1,"[('hid', 0.65159917), ('hide', 0.57804126), ('hides', 0.5394666), ('concealed', 0.41232288), ('conceal', 0.4105574), ('hidden', 0.39753056), ('disguise', 0.37870827), ('obscured', 0.36649096), ('disguised', 0.36445636), ('retreated', 0.3623728)]",gram7-past-tense
8560,"('moving', 'moved', 'hitting', 'hit')",0.5761941,1,"[('hit', 0.5761941), ('hits', 0.5517028), ('struck', 0.45159265), ('grabbed', 0.3892463), ('slapped', 0.3881313), ('swung', 0.380638), ('pounded', 0.37077096), ('reached', 0.36514643), ('slammed', 0.3626977), ('lashed', 0.3533384)]",gram7-past-tense
8561,"('moving', 'moved', 'implementing', 'implemented')",0.7101538,1,"[('implemented', 0.7101538), ('implement', 0.6326331), ('implementation', 0.5576556), ('instituted', 0.4915339), ('implements', 0.48663402), ('implementations', 0.47985953), ('enforcing', 0.4767987), ('enacted', 0.44429052), ('installing', 0.43874723), ('executing', 0.43183392)]",gram7-past-tense
8562,"('moving', 'moved', 'increasing', 'increased')",0.6630494,1,"[('increased', 0.6630494), ('decreased', 0.5487402), ('increase', 0.54318327), ('increases', 0.5151764), ('decreasing', 0.49407047), ('decrease', 0.4297654), ('incre', 0.42798257), ('intensified', 0.42695197), ('improved', 0.41301888), ('boosted', 0.40815464)]",gram7-past-tense
8563,"('moving', 'moved', 'jumping', 'jumped')",0.74630684,1,"[('jumped', 0.7463068), ('leapt', 0.6041839), ('jump', 0.5782447), ('jumps', 0.5574282), ('leaping', 0.522419), ('hopped', 0.4995108), ('climbed', 0.48259374), ('leap', 0.4241793), ('soared', 0.40402955), ('leaps', 0.38807312)]",gram7-past-tense
8564,"('moving', 'moved', 'knowing', 'knew')",0.5493472,1,"[('knew', 0.5493472), ('knows', 0.49792284), ('know', 0.4289789), ('knowledge', 0.39189804), ('understands', 0.35725567), ('believing', 0.35589942), ('realizing', 0.35088903), ('learned', 0.34568253), ('fearing', 0.33731216), ('unaware', 0.3326189)]",gram7-past-tense
8565,"('moving', 'moved', 'listening', 'listened')",0.74888796,1,"[('listened', 0.74888796), ('listen', 0.66013974), ('listens', 0.6376326), ('listener', 0.44697893), ('listeners', 0.41982815), ('watched', 0.3985913), ('heard', 0.39314795), ('hearing', 0.38699824), ('sounded', 0.37437186), ('overheard', 0.36788118)]",gram7-past-tense
8566,"('moving', 'moved', 'looking', 'looked')",0.65947556,1,"[('looked', 0.65947556), ('look', 0.5178635), ('looks', 0.48465604), ('glanced', 0.38349578), ('gazed', 0.35573265), ('stared', 0.31451097), ('glared', 0.30046475), ('smelling', 0.28535774), ('glance', 0.2746589), ('turned', 0.2705493)]",gram7-past-tense
8567,"('paying', 'paid', 'playing', 'played')",0.65566796,1,"[('played', 0.65566796), ('play', 0.54326266), ('plays', 0.45474127), ('players', 0.31092224), ('player', 0.30417848), ('game', 0.2864452), ('games', 0.2830782), ('coached', 0.21749252), ('made', 0.20259833), ('created', 0.19603641)]",gram7-past-tense
8568,"('paying', 'paid', 'predicting', 'predicted')",0.58676594,1,"[('predicted', 0.58676606), ('predicts', 0.5660102), ('predict', 0.55479956), ('predictions', 0.51667756), ('prediction', 0.5162358), ('forecasting', 0.49089727), ('predictor', 0.43205762), ('estimating', 0.42512444), ('forecasts', 0.4183289), ('predictive', 0.4182859)]",gram7-past-tense
8569,"('paying', 'paid', 'reading', 'read')",0.2754086,6,"[('reads', 0.45526144), ('readings', 0.40029624), ('writing', 0.3091327), ('published', 0.28771088), ('reader', 0.28149846), ('read', 0.27540863), ('readers', 0.27197915), ('written', 0.25972378), ('wrote', 0.25663427), ('printed', 0.2279555)]",gram7-past-tense
8570,"('paying', 'paid', 'running', 'ran')",0.58591884,1,"[('ran', 0.5859188), ('run', 0.5668005), ('runs', 0.4616642), ('runners', 0.23897177), ('runner', 0.22980082), ('race', 0.20072778), ('made', 0.19637643), ('on', 0.1945423), ('raced', 0.19240741), ('and', 0.18814825)]",gram7-past-tense
8571,"('paying', 'paid', 'saying', 'said')",0.5143759,1,"[('said', 0.5143759), ('say', 0.4489054), ('says', 0.44247118), ('stating', 0.32684165), ('stated', 0.322699), ('told', 0.30250263), ('claiming', 0.24101266), ('called', 0.23374076), ('mentioned', 0.2289128), ('thought', 0.22281575)]",gram7-past-tense
8572,"('paying', 'paid', 'screaming', 'screamed')",0.6654513,1,"[('screamed', 0.6654512), ('scream', 0.5173558), ('screams', 0.5154232), ('yelled', 0.45985892), ('yelling', 0.44516003), ('shouted', 0.4449619), ('shouting', 0.4246564), ('crying', 0.38679302), ('shouts', 0.3643291), ('cried', 0.36222777)]",gram7-past-tense
8573,"('paying', 'paid', 'seeing', 'saw')",0.5639238,1,"[('saw', 0.5639238), ('see', 0.55173033), ('seen', 0.49742845), ('sees', 0.46332824), ('watched', 0.28342873), ('viewed', 0.2709365), ('witnessed', 0.27012393), ('spotted', 0.2608483), ('experienced', 0.26029426), ('witnessing', 0.2585522)]",gram7-past-tense
8574,"('paying', 'paid', 'selling', 'sold')",0.63158184,1,"[('sold', 0.63158184), ('sell', 0.59706527), ('sells', 0.537027), ('seller', 0.38831282), ('sellers', 0.38815233), ('sale', 0.3866056), ('bought', 0.3850459), ('sales', 0.3782844), ('purchased', 0.35427618), ('buying', 0.34076566)]",gram7-past-tense
8575,"('paying', 'paid', 'singing', 'sang')",0.5947504,1,"[('sang', 0.59475034), ('sing', 0.49944067), ('sings', 0.49745262), ('song', 0.41539678), ('dancing', 0.3909445), ('singers', 0.38309345), ('songs', 0.38275862), ('singer', 0.35955215), ('vocals', 0.35544372), ('danced', 0.35351437)]",gram7-past-tense
8576,"('paying', 'paid', 'sitting', 'sat')",0.58768094,1,"[('sat', 0.58768094), ('sit', 0.52265304), ('sits', 0.46923018), ('seated', 0.3211102), ('stood', 0.3172477), ('standing', 0.31134778), ('lying', 0.2876772), ('held', 0.24284716), ('stand', 0.24108227), ('stands', 0.2379963)]",gram7-past-tense
8577,"('paying', 'paid', 'sleeping', 'slept')",0.6035521,1,"[('slept', 0.60355216), ('sleeps', 0.50319684), ('sleep', 0.5029319), ('asleep', 0.33453587), ('rested', 0.29218262), ('bed', 0.29113114), ('sleepy', 0.2773235), ('mattress', 0.27235854), ('insomnia', 0.2699095), ('awoke', 0.26920635)]",gram7-past-tense
8578,"('paying', 'paid', 'slowing', 'slowed')",0.6168621,1,"[('slowed', 0.6168622), ('slows', 0.5104272), ('slowdown', 0.46334758), ('slow', 0.433299), ('slower', 0.4110653), ('stopped', 0.35270676), ('sped', 0.34492055), ('paused', 0.34484583), ('cooled', 0.34271598), ('accelerated', 0.33521715)]",gram7-past-tense
8579,"('paying', 'paid', 'spending', 'spent')",0.52869815,2,"[('spend', 0.57665414), ('spent', 0.52869815), ('spends', 0.47532365), ('expenditures', 0.39803243), ('expenditure', 0.38176858), ('expended', 0.27942267), ('expenses', 0.24823828), ('funding', 0.24738583), ('budget', 0.24356556), ('budgets', 0.23657887)]",gram7-past-tense
8580,"('paying', 'paid', 'striking', 'struck')",0.53825575,1,"[('struck', 0.53825575), ('strike', 0.4527257), ('strikes', 0.42029592), ('strikers', 0.2982732), ('hit', 0.29476887), ('stunning', 0.27491376), ('rikes', 0.25671548), ('hits', 0.24444072), ('hammered', 0.24143854), ('startling', 0.23447144)]",gram7-past-tense
8581,"('paying', 'paid', 'taking', 'took')",0.61680895,1,"[('took', 0.616809), ('take', 0.57441896), ('taken', 0.5215419), ('takes', 0.50970745), ('made', 0.2904089), ('in', 0.2358381), ('on', 0.23542927), ('put', 0.23343089), ('brought', 0.22193535), ('held', 0.21875866)]",gram7-past-tense
8582,"('paying', 'paid', 'thinking', 'thought')",0.47370481,1,"[('thought', 0.47370481), ('think', 0.4469187), ('thinks', 0.3628105), ('thoughts', 0.29955062), ('reasoning', 0.2448545), ('thinker', 0.22598074), ('dreaming', 0.21937004), ('dreamed', 0.2134639), ('thinkers', 0.21144706), ('talked', 0.20463108)]",gram7-past-tense
8583,"('paying', 'paid', 'vanishing', 'vanished')",0.5644526,2,"[('disappearing', 0.56655854), ('vanished', 0.5644526), ('disappeared', 0.5311248), ('vanish', 0.51998526), ('disappears', 0.47503102), ('disappear', 0.4528515), ('disappearance', 0.41355267), ('disapp', 0.33559212), ('dwindling', 0.32771727), ('evapor', 0.31547397)]",gram7-past-tense
8584,"('paying', 'paid', 'walking', 'walked')",0.591181,1,"[('walked', 0.591181), ('walk', 0.53594244), ('walks', 0.47125566), ('alking', 0.27852622), ('stroll', 0.26452518), ('hiking', 0.23535761), ('escorted', 0.23291427), ('marched', 0.22916146), ('wandered', 0.22196296), ('pulled', 0.21448667)]",gram7-past-tense
8585,"('paying', 'paid', 'writing', 'wrote')",0.5328573,2,"[('write', 0.544844), ('wrote', 0.53285724), ('written', 0.5114575), ('writes', 0.43229178), ('writer', 0.35336292), ('writers', 0.34583277), ('writings', 0.33171389), ('published', 0.30656618), ('reading', 0.2827202), ('penned', 0.28180066)]",gram7-past-tense
